
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     1256   21300.        163.30       -16.719          0.00     0.00     0.00
     1257   21300.        183.30       -16.427          0.00     0.00     0.00
     1258   21300.        203.30       -16.136          0.00     0.00     0.00
     1259   21300.        223.30       -15.845          0.00     0.00     0.00
     1260   21300.        228.24       -15.773          0.00     0.00     0.00
     1261   21300.        233.29       -15.700          0.00     0.00     0.00
     1289   22950.        27.000        20.786          0.00     0.00     0.00
     1290   22950.        35.000        20.402          0.00     0.00     0.00
     1291   22950.        43.000        20.019          0.00     0.00     0.00
     1292   22950.        48.525        19.755          0.00     0.00     0.00
     1293   22950.        54.050        19.490          0.00     0.00     0.00
     1294   22950.        74.050        18.715          0.00     0.00     0.00
     1295   22950.        94.050        18.253          0.00     0.00     0.00
     1296   22950.        114.05        17.796          0.00     0.00     0.00
     1297   22950.        134.05        17.340          0.00     0.00     0.00
     1298   22950.        152.05        16.929          0.00     0.00     0.00
     1299   22950.        157.68        16.800          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1300   22950.        163.30        16.719          0.00     0.00     0.00
     1301   22950.        183.30        16.427          0.00     0.00     0.00
     1302   22950.        203.30        16.136          0.00     0.00     0.00
     1303   22950.        223.30        15.845          0.00     0.00     0.00
     1304   22950.        228.24        15.773          0.00     0.00     0.00
     1305   22950.        233.29        15.700          0.00     0.00     0.00
     1333   22950.        27.000       -20.786          0.00     0.00     0.00
     1334   22950.        35.000       -20.402          0.00     0.00     0.00
     1335   22950.        43.000       -20.019          0.00     0.00     0.00
     1336   22950.        48.525       -19.755          0.00     0.00     0.00
     1337   22950.        54.050       -19.490          0.00     0.00     0.00
     1338   22950.        74.050       -18.715          0.00     0.00     0.00
     1339   22950.        94.050       -18.253          0.00     0.00     0.00
     1340   22950.        114.05       -17.796          0.00     0.00     0.00
     1341   22950.        134.05       -17.340          0.00     0.00     0.00
     1342   22950.        152.05       -16.929          0.00     0.00     0.00
     1343   22950.        157.68       -16.800          0.00     0.00     0.00
     1344   22950.        163.30       -16.719          0.00     0.00     0.00
     1345   22950.        183.30       -16.427          0.00     0.00     0.00
     1346   22950.        203.30       -16.136          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1347   22950.        223.30       -15.845          0.00     0.00     0.00
     1348   22950.        228.24       -15.773          0.00     0.00     0.00
     1349   22950.        233.29       -15.700          0.00     0.00     0.00
     1501   22950.        48.525        14.139          0.00     0.00     0.00
     1502   22950.        48.525        10.604          0.00     0.00     0.00
     1503   22950.        48.525        7.0695          0.00     0.00     0.00
     1504   22950.        48.525        3.5347          0.00     0.00     0.00
     1505   22950.        48.525        0.0000          0.00     0.00     0.00
     1506   22950.        48.525       -14.139          0.00     0.00     0.00
     1507   22950.        48.525       -10.604          0.00     0.00     0.00
     1508   22950.        48.525       -7.0695          0.00     0.00     0.00
     1509   22950.        48.525       -3.5347          0.00     0.00     0.00
     1511   21300.        157.68        12.550          0.00     0.00     0.00
     1512   21300.        157.68        9.4128          0.00     0.00     0.00
     1513   21300.        157.68        6.2752          0.00     0.00     0.00
     1514   21300.        157.68        3.1376          0.00     0.00     0.00
     1515   21300.        157.68        0.0000          0.00     0.00     0.00
     1516   21300.        157.68       -12.550          0.00     0.00     0.00
     1517   21300.        157.68       -9.4128          0.00     0.00     0.00
     1518   21300.        157.68       -6.2752          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1519   21300.        157.68       -3.1376          0.00     0.00     0.00
     1521   22950.        157.68        12.550          0.00     0.00     0.00
     1522   22950.        157.68        9.4128          0.00     0.00     0.00
     1523   22950.        157.68        6.2752          0.00     0.00     0.00
     1524   22950.        157.68        3.1376          0.00     0.00     0.00
     1525   22950.        157.68        0.0000          0.00     0.00     0.00
     1526   22950.        157.68       -12.550          0.00     0.00     0.00
     1527   22950.        157.68       -9.4128          0.00     0.00     0.00
     1528   22950.        157.68       -6.2752          0.00     0.00     0.00
     1529   22950.        157.68       -3.1376          0.00     0.00     0.00
     1541   21300.        228.24        11.523          0.00     0.00     0.00
     1542   21300.        228.24        8.6426          0.00     0.00     0.00
     1543   21300.        228.24        5.7617          0.00     0.00     0.00
     1544   21300.        228.24        2.8809          0.00     0.00     0.00
     1545   21300.        228.24        0.0000          0.00     0.00     0.00
     1546   21300.        228.24       -11.523          0.00     0.00     0.00
     1547   21300.        228.24       -8.6426          0.00     0.00     0.00
     1548   21300.        228.24       -5.7617          0.00     0.00     0.00
     1549   21300.        228.24       -2.8809          0.00     0.00     0.00
     1551   22950.        228.24        11.523          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     1552   22950.        228.24        8.6426          0.00     0.00     0.00
     1553   22950.        228.24        5.7617          0.00     0.00     0.00
     1554   22950.        228.24        2.8809          0.00     0.00     0.00
     1555   22950.        228.24        0.0000          0.00     0.00     0.00
     1556   22950.        228.24       -11.523          0.00     0.00     0.00
     1557   22950.        228.24       -8.6426          0.00     0.00     0.00
     1558   22950.        228.24       -5.7617          0.00     0.00     0.00
     1559   22950.        228.24       -2.8809          0.00     0.00     0.00
     2001   20722.        41.872       -3.0000          0.00     0.00     0.00
     2002   20727.        41.997       -3.0000          0.00     0.00     0.00
     2003   20732.        42.122       -3.0000          0.00     0.00     0.00
     2004   20737.        42.247       -3.0000          0.00     0.00     0.00
     2005   20742.        42.372       -3.0000          0.00     0.00     0.00
     2006   20747.        42.497       -3.0000          0.00     0.00     0.00
     2007   20752.        42.622       -3.0000          0.00     0.00     0.00
     2008   20757.        42.747       -3.0000          0.00     0.00     0.00
     2009   20762.        42.872       -3.0000          0.00     0.00     0.00
     2010   20767.        42.997       -3.0000          0.00     0.00     0.00
     2011   20772.        43.122       -3.0000          0.00     0.00     0.00
     2012   20781.        43.347       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2013   20790.        43.572       -3.0000          0.00     0.00     0.00
     2014   20799.        43.797       -3.0000          0.00     0.00     0.00
     2015   20808.        44.022       -3.0000          0.00     0.00     0.00
     2016   20817.        44.247       -3.0000          0.00     0.00     0.00
     2017   20826.        44.472       -3.0000          0.00     0.00     0.00
     2018   20835.        44.697       -3.0000          0.00     0.00     0.00
     2019   20844.        44.922       -3.0000          0.00     0.00     0.00
     2020   20853.        45.147       -3.0000          0.00     0.00     0.00
     2021   20862.        45.372       -3.0000          0.00     0.00     0.00
     2022   20871.        45.597       -3.0000          0.00     0.00     0.00
     2023   20880.        45.822       -3.0000          0.00     0.00     0.00
     2024   20889.        46.047       -3.0000          0.00     0.00     0.00
     2025   20898.        46.272       -3.0000          0.00     0.00     0.00
     2026   20907.        46.497       -3.0000          0.00     0.00     0.00
     2027   20916.        46.722       -3.0000          0.00     0.00     0.00
     2028   20925.        46.947       -3.0000          0.00     0.00     0.00
     2029   20934.        47.172       -3.0000          0.00     0.00     0.00
     2030   20943.        47.397       -3.0000          0.00     0.00     0.00
     2031   20952.        47.622       -3.0000          0.00     0.00     0.00
     2032   20961.        47.847       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2033   20970.        48.072       -3.0000          0.00     0.00     0.00
     2034   20979.        48.297       -3.0000          0.00     0.00     0.00
     2035   20988.        48.522       -3.0000          0.00     0.00     0.00
     2036   20997.        48.747       -3.0000          0.00     0.00     0.00
     2037   21006.        48.972       -3.0000          0.00     0.00     0.00
     2038   21015.        49.197       -3.0000          0.00     0.00     0.00
     2039   21024.        49.422       -3.0000          0.00     0.00     0.00
     2040   21033.        49.647       -3.0000          0.00     0.00     0.00
     2041   21042.        49.872       -3.0000          0.00     0.00     0.00
     2042   21051.        50.097       -3.0000          0.00     0.00     0.00
     2043   21060.        50.322       -3.0000          0.00     0.00     0.00
     2044   21069.        50.547       -3.0000          0.00     0.00     0.00
     2045   21078.        50.772       -3.0000          0.00     0.00     0.00
     2046   21087.        50.997       -3.0000          0.00     0.00     0.00
     2047   21096.        51.222       -3.0000          0.00     0.00     0.00
     2048   21105.        51.447       -3.0000          0.00     0.00     0.00
     2049   21114.        51.672       -3.0000          0.00     0.00     0.00
     2050   21123.        51.897       -3.0000          0.00     0.00     0.00
     2051   21132.        52.122       -3.0000          0.00     0.00     0.00
     2052   21141.        52.347       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2053   21150.        52.572       -3.0000          0.00     0.00     0.00
     2054   21159.        52.797       -3.0000          0.00     0.00     0.00
     2055   21168.        53.022       -3.0000          0.00     0.00     0.00
     2056   21177.        53.247       -3.0000          0.00     0.00     0.00
     2057   21186.        53.472       -3.0000          0.00     0.00     0.00
     2058   21195.        53.697       -3.0000          0.00     0.00     0.00
     2059   21204.        53.922       -3.0000          0.00     0.00     0.00
     2060   21213.        54.147       -3.0000          0.00     0.00     0.00
     2061   21222.        54.372       -3.0000          0.00     0.00     0.00
     2062   21231.        54.597       -3.0000          0.00     0.00     0.00
     2063   21240.        54.822       -3.0000          0.00     0.00     0.00
     2064   21249.        55.047       -3.0000          0.00     0.00     0.00
     2065   21258.        55.272       -3.0000          0.00     0.00     0.00
     2066   21267.        55.497       -3.0000          0.00     0.00     0.00
     2067   21276.        55.722       -3.0000          0.00     0.00     0.00
     2068   21279.        55.797       -3.0000          0.00     0.00     0.00
     2069   21282.        55.872       -3.0000          0.00     0.00     0.00
     2070   21285.        55.947       -3.0000          0.00     0.00     0.00
     2071   21288.        56.022       -3.0000          0.00     0.00     0.00
     2072   21291.        56.097       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2073   21294.        56.172       -3.0000          0.00     0.00     0.00
     2074   21297.        56.247       -3.0000          0.00     0.00     0.00
     2075   21300.        56.322       -3.0000          0.00     0.00     0.00
     2076   21303.        56.397       -3.0000          0.00     0.00     0.00
     2077   21306.        56.472       -3.0000          0.00     0.00     0.00
     2078   21309.        56.546       -3.0000          0.00     0.00     0.00
     2079   21312.        56.620       -3.0000          0.00     0.00     0.00
     2080   21315.        56.694       -3.0000          0.00     0.00     0.00
     2081   21318.        56.768       -3.0000          0.00     0.00     0.00
     2082   21321.        56.841       -3.0000          0.00     0.00     0.00
     2083   21324.        56.914       -3.0000          0.00     0.00     0.00
     2084   21333.        57.131       -3.0000          0.00     0.00     0.00
     2085   21342.        57.346       -3.0000          0.00     0.00     0.00
     2086   21351.        57.558       -3.0000          0.00     0.00     0.00
     2087   21360.        57.768       -3.0000          0.00     0.00     0.00
     2088   21369.        57.975       -3.0000          0.00     0.00     0.00
     2089   21378.        58.180       -3.0000          0.00     0.00     0.00
     2090   21387.        58.383       -3.0000          0.00     0.00     0.00
     2091   21396.        58.583       -3.0000          0.00     0.00     0.00
     2092   21405.        58.780       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2093   21414.        58.975       -3.0000          0.00     0.00     0.00
     2094   21423.        59.168       -3.0000          0.00     0.00     0.00
     2095   21432.        59.358       -3.0000          0.00     0.00     0.00
     2096   21441.        59.546       -3.0000          0.00     0.00     0.00
     2097   21450.        59.731       -3.0000          0.00     0.00     0.00
     2098   21459.        59.914       -3.0000          0.00     0.00     0.00
     2099   21468.        60.095       -3.0000          0.00     0.00     0.00
     2100   21477.        60.273       -3.0000          0.00     0.00     0.00
     2101   21486.        60.448       -3.0000          0.00     0.00     0.00
     2102   21495.        60.621       -3.0000          0.00     0.00     0.00
     2103   21504.        60.792       -3.0000          0.00     0.00     0.00
     2104   21513.        60.960       -3.0000          0.00     0.00     0.00
     2105   21522.        61.125       -3.0000          0.00     0.00     0.00
     2106   21531.        61.289       -3.0000          0.00     0.00     0.00
     2107   21540.        61.449       -3.0000          0.00     0.00     0.00
     2108   21549.        61.608       -3.0000          0.00     0.00     0.00
     2109   21558.        61.764       -3.0000          0.00     0.00     0.00
     2110   21567.        61.917       -3.0000          0.00     0.00     0.00
     2111   21576.        62.068       -3.0000          0.00     0.00     0.00
     2112   21585.        62.216       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2113   21594.        62.362       -3.0000          0.00     0.00     0.00
     2114   21603.        62.506       -3.0000          0.00     0.00     0.00
     2115   21612.        62.647       -3.0000          0.00     0.00     0.00
     2116   21621.        62.786       -3.0000          0.00     0.00     0.00
     2117   21630.        62.922       -3.0000          0.00     0.00     0.00
     2118   21639.        63.056       -3.0000          0.00     0.00     0.00
     2119   21648.        63.187       -3.0000          0.00     0.00     0.00
     2120   21657.        63.316       -3.0000          0.00     0.00     0.00
     2121   21666.        63.442       -3.0000          0.00     0.00     0.00
     2122   21675.        63.566       -3.0000          0.00     0.00     0.00
     2123   21684.        63.688       -3.0000          0.00     0.00     0.00
     2124   21693.        63.807       -3.0000          0.00     0.00     0.00
     2125   21702.        63.923       -3.0000          0.00     0.00     0.00
     2126   21711.        64.037       -3.0000          0.00     0.00     0.00
     2127   21720.        64.149       -3.0000          0.00     0.00     0.00
     2128   21729.        64.258       -3.0000          0.00     0.00     0.00
     2129   21738.        64.365       -3.0000          0.00     0.00     0.00
     2130   21747.        64.469       -3.0000          0.00     0.00     0.00
     2131   21756.        64.571       -3.0000          0.00     0.00     0.00
     2132   21765.        64.670       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2133   21774.        64.767       -3.0000          0.00     0.00     0.00
     2134   21783.        64.862       -3.0000          0.00     0.00     0.00
     2135   21792.        64.954       -3.0000          0.00     0.00     0.00
     2136   21801.        65.043       -3.0000          0.00     0.00     0.00
     2137   21810.        65.130       -3.0000          0.00     0.00     0.00
     2138   21819.        65.215       -3.0000          0.00     0.00     0.00
     2139   21828.        65.297       -3.0000          0.00     0.00     0.00
     2140   21837.        65.377       -3.0000          0.00     0.00     0.00
     2141   21846.        65.454       -3.0000          0.00     0.00     0.00
     2142   21855.        65.529       -3.0000          0.00     0.00     0.00
     2143   21864.        65.602       -3.0000          0.00     0.00     0.00
     2144   21873.        65.672       -3.0000          0.00     0.00     0.00
     2145   21882.        65.739       -3.0000          0.00     0.00     0.00
     2146   21891.        65.804       -3.0000          0.00     0.00     0.00
     2147   21900.        65.867       -3.0000          0.00     0.00     0.00
     2148   21909.        65.927       -3.0000          0.00     0.00     0.00
     2149   21918.        65.984       -3.0000          0.00     0.00     0.00
     2150   21927.        66.040       -3.0000          0.00     0.00     0.00
     2151   21936.        66.092       -3.0000          0.00     0.00     0.00
     2152   21945.        66.143       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2153   21954.        66.190       -3.0000          0.00     0.00     0.00
     2154   21963.        66.236       -3.0000          0.00     0.00     0.00
     2155   21972.        66.279       -3.0000          0.00     0.00     0.00
     2156   21981.        66.319       -3.0000          0.00     0.00     0.00
     2157   21990.        66.357       -3.0000          0.00     0.00     0.00
     2158   21999.        66.393       -3.0000          0.00     0.00     0.00
     2159   22008.        66.426       -3.0000          0.00     0.00     0.00
     2160   22017.        66.457       -3.0000          0.00     0.00     0.00
     2161   22026.        66.485       -3.0000          0.00     0.00     0.00
     2162   22035.        66.511       -3.0000          0.00     0.00     0.00
     2163   22044.        66.534       -3.0000          0.00     0.00     0.00
     2164   22053.        66.555       -3.0000          0.00     0.00     0.00
     2165   22062.        66.573       -3.0000          0.00     0.00     0.00
     2166   22071.        66.589       -3.0000          0.00     0.00     0.00
     2167   22080.        66.603       -3.0000          0.00     0.00     0.00
     2168   22089.        66.614       -3.0000          0.00     0.00     0.00
     2169   22098.        66.622       -3.0000          0.00     0.00     0.00
     2170   22107.        66.628       -3.0000          0.00     0.00     0.00
     2171   22116.        66.632       -3.0000          0.00     0.00     0.00
     2172   22125.        66.633       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2173   22134.        66.632       -3.0000          0.00     0.00     0.00
     2174   22143.        66.628       -3.0000          0.00     0.00     0.00
     2175   22152.        66.622       -3.0000          0.00     0.00     0.00
     2176   22161.        66.614       -3.0000          0.00     0.00     0.00
     2177   22170.        66.603       -3.0000          0.00     0.00     0.00
     2178   22179.        66.589       -3.0000          0.00     0.00     0.00
     2179   22188.        66.573       -3.0000          0.00     0.00     0.00
     2180   22197.        66.555       -3.0000          0.00     0.00     0.00
     2181   22206.        66.534       -3.0000          0.00     0.00     0.00
     2182   22215.        66.511       -3.0000          0.00     0.00     0.00
     2183   22224.        66.485       -3.0000          0.00     0.00     0.00
     2184   22233.        66.457       -3.0000          0.00     0.00     0.00
     2185   22242.        66.426       -3.0000          0.00     0.00     0.00
     2186   22251.        66.393       -3.0000          0.00     0.00     0.00
     2187   22260.        66.357       -3.0000          0.00     0.00     0.00
     2188   22269.        66.319       -3.0000          0.00     0.00     0.00
     2189   22278.        66.279       -3.0000          0.00     0.00     0.00
     2190   22287.        66.236       -3.0000          0.00     0.00     0.00
     2191   22296.        66.190       -3.0000          0.00     0.00     0.00
     2192   22305.        66.143       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2193   22314.        66.092       -3.0000          0.00     0.00     0.00
     2194   22323.        66.040       -3.0000          0.00     0.00     0.00
     2195   22332.        65.984       -3.0000          0.00     0.00     0.00
     2196   22341.        65.927       -3.0000          0.00     0.00     0.00
     2197   22350.        65.867       -3.0000          0.00     0.00     0.00
     2198   22359.        65.804       -3.0000          0.00     0.00     0.00
     2199   22368.        65.739       -3.0000          0.00     0.00     0.00
     2200   22377.        65.672       -3.0000          0.00     0.00     0.00
     2201   22386.        65.602       -3.0000          0.00     0.00     0.00
     2202   22395.        65.529       -3.0000          0.00     0.00     0.00
     2203   22404.        65.454       -3.0000          0.00     0.00     0.00
     2204   22413.        65.377       -3.0000          0.00     0.00     0.00
     2205   22422.        65.297       -3.0000          0.00     0.00     0.00
     2206   22431.        65.215       -3.0000          0.00     0.00     0.00
     2207   22440.        65.130       -3.0000          0.00     0.00     0.00
     2208   22449.        65.043       -3.0000          0.00     0.00     0.00
     2209   22458.        64.954       -3.0000          0.00     0.00     0.00
     2210   22467.        64.862       -3.0000          0.00     0.00     0.00
     2211   22476.        64.767       -3.0000          0.00     0.00     0.00
     2212   22485.        64.670       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2213   22494.        64.571       -3.0000          0.00     0.00     0.00
     2214   22503.        64.469       -3.0000          0.00     0.00     0.00
     2215   22512.        64.365       -3.0000          0.00     0.00     0.00
     2216   22521.        64.258       -3.0000          0.00     0.00     0.00
     2217   22530.        64.149       -3.0000          0.00     0.00     0.00
     2218   22539.        64.037       -3.0000          0.00     0.00     0.00
     2219   22548.        63.923       -3.0000          0.00     0.00     0.00
     2220   22557.        63.807       -3.0000          0.00     0.00     0.00
     2221   22566.        63.688       -3.0000          0.00     0.00     0.00
     2222   22575.        63.566       -3.0000          0.00     0.00     0.00
     2223   22584.        63.442       -3.0000          0.00     0.00     0.00
     2224   22593.        63.316       -3.0000          0.00     0.00     0.00
     2225   22602.        63.187       -3.0000          0.00     0.00     0.00
     2226   22611.        63.056       -3.0000          0.00     0.00     0.00
     2227   22620.        62.922       -3.0000          0.00     0.00     0.00
     2228   22629.        62.786       -3.0000          0.00     0.00     0.00
     2229   22638.        62.647       -3.0000          0.00     0.00     0.00
     2230   22647.        62.506       -3.0000          0.00     0.00     0.00
     2231   22656.        62.362       -3.0000          0.00     0.00     0.00
     2232   22665.        62.216       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2233   22674.        62.068       -3.0000          0.00     0.00     0.00
     2234   22683.        61.917       -3.0000          0.00     0.00     0.00
     2235   22692.        61.764       -3.0000          0.00     0.00     0.00
     2236   22701.        61.608       -3.0000          0.00     0.00     0.00
     2237   22710.        61.449       -3.0000          0.00     0.00     0.00
     2238   22719.        61.289       -3.0000          0.00     0.00     0.00
     2239   22728.        61.125       -3.0000          0.00     0.00     0.00
     2240   22737.        60.960       -3.0000          0.00     0.00     0.00
     2241   22746.        60.792       -3.0000          0.00     0.00     0.00
     2242   22755.        60.621       -3.0000          0.00     0.00     0.00
     2243   22764.        60.448       -3.0000          0.00     0.00     0.00
     2244   22773.        60.273       -3.0000          0.00     0.00     0.00
     2245   22782.        60.095       -3.0000          0.00     0.00     0.00
     2246   22791.        59.914       -3.0000          0.00     0.00     0.00
     2247   22800.        59.731       -3.0000          0.00     0.00     0.00
     2248   22809.        59.546       -3.0000          0.00     0.00     0.00
     2249   22818.        59.358       -3.0000          0.00     0.00     0.00
     2250   22827.        59.168       -3.0000          0.00     0.00     0.00
     2251   22836.        58.975       -3.0000          0.00     0.00     0.00
     2252   22845.        58.780       -3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     2253   22854.        58.583       -3.0000          0.00     0.00     0.00
     2254   22863.        58.383       -3.0000          0.00     0.00     0.00
     2255   22872.        58.180       -3.0000          0.00     0.00     0.00
     2256   22881.        57.975       -3.0000          0.00     0.00     0.00
     2257   22890.        57.768       -3.0000          0.00     0.00     0.00
     2258   22899.        57.558       -3.0000          0.00     0.00     0.00
     2259   22908.        57.346       -3.0000          0.00     0.00     0.00
     2260   22917.        57.131       -3.0000          0.00     0.00     0.00
     2261   22926.        56.914       -3.0000          0.00     0.00     0.00
     2262   22929.        56.841       -3.0000          0.00     0.00     0.00
     2263   22932.        56.768       -3.0000          0.00     0.00     0.00
     2264   22935.        56.694       -3.0000          0.00     0.00     0.00
     2265   22938.        56.620       -3.0000          0.00     0.00     0.00
     2266   22941.        56.546       -3.0000          0.00     0.00     0.00
     2267   22944.        56.472       -3.0000          0.00     0.00     0.00
     2268   22947.        56.397       -3.0000          0.00     0.00     0.00
     2269   22950.        56.323       -3.0000          0.00     0.00     0.00
     3001   20722.        41.872        3.0000          0.00     0.00     0.00
     3002   20727.        41.997        3.0000          0.00     0.00     0.00
     3003   20732.        42.122        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3004   20737.        42.247        3.0000          0.00     0.00     0.00
     3005   20742.        42.372        3.0000          0.00     0.00     0.00
     3006   20747.        42.497        3.0000          0.00     0.00     0.00
     3007   20752.        42.622        3.0000          0.00     0.00     0.00
     3008   20757.        42.747        3.0000          0.00     0.00     0.00
     3009   20762.        42.872        3.0000          0.00     0.00     0.00
     3010   20767.        42.997        3.0000          0.00     0.00     0.00
     3011   20772.        43.122        3.0000          0.00     0.00     0.00
     3012   20781.        43.347        3.0000          0.00     0.00     0.00
     3013   20790.        43.572        3.0000          0.00     0.00     0.00
     3014   20799.        43.797        3.0000          0.00     0.00     0.00
     3015   20808.        44.022        3.0000          0.00     0.00     0.00
     3016   20817.        44.247        3.0000          0.00     0.00     0.00
     3017   20826.        44.472        3.0000          0.00     0.00     0.00
     3018   20835.        44.697        3.0000          0.00     0.00     0.00
     3019   20844.        44.922        3.0000          0.00     0.00     0.00
     3020   20853.        45.147        3.0000          0.00     0.00     0.00
     3021   20862.        45.372        3.0000          0.00     0.00     0.00
     3022   20871.        45.597        3.0000          0.00     0.00     0.00
     3023   20880.        45.822        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3024   20889.        46.047        3.0000          0.00     0.00     0.00
     3025   20898.        46.272        3.0000          0.00     0.00     0.00
     3026   20907.        46.497        3.0000          0.00     0.00     0.00
     3027   20916.        46.722        3.0000          0.00     0.00     0.00
     3028   20925.        46.947        3.0000          0.00     0.00     0.00
     3029   20934.        47.172        3.0000          0.00     0.00     0.00
     3030   20943.        47.397        3.0000          0.00     0.00     0.00
     3031   20952.        47.622        3.0000          0.00     0.00     0.00
     3032   20961.        47.847        3.0000          0.00     0.00     0.00
     3033   20970.        48.072        3.0000          0.00     0.00     0.00
     3034   20979.        48.297        3.0000          0.00     0.00     0.00
     3035   20988.        48.522        3.0000          0.00     0.00     0.00
     3036   20997.        48.747        3.0000          0.00     0.00     0.00
     3037   21006.        48.972        3.0000          0.00     0.00     0.00
     3038   21015.        49.197        3.0000          0.00     0.00     0.00
     3039   21024.        49.422        3.0000          0.00     0.00     0.00
     3040   21033.        49.647        3.0000          0.00     0.00     0.00
     3041   21042.        49.872        3.0000          0.00     0.00     0.00
     3042   21051.        50.097        3.0000          0.00     0.00     0.00
     3043   21060.        50.322        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3044   21069.        50.547        3.0000          0.00     0.00     0.00
     3045   21078.        50.772        3.0000          0.00     0.00     0.00
     3046   21087.        50.997        3.0000          0.00     0.00     0.00
     3047   21096.        51.222        3.0000          0.00     0.00     0.00
     3048   21105.        51.447        3.0000          0.00     0.00     0.00
     3049   21114.        51.672        3.0000          0.00     0.00     0.00
     3050   21123.        51.897        3.0000          0.00     0.00     0.00
     3051   21132.        52.122        3.0000          0.00     0.00     0.00
     3052   21141.        52.347        3.0000          0.00     0.00     0.00
     3053   21150.        52.572        3.0000          0.00     0.00     0.00
     3054   21159.        52.797        3.0000          0.00     0.00     0.00
     3055   21168.        53.022        3.0000          0.00     0.00     0.00
     3056   21177.        53.247        3.0000          0.00     0.00     0.00
     3057   21186.        53.472        3.0000          0.00     0.00     0.00
     3058   21195.        53.697        3.0000          0.00     0.00     0.00
     3059   21204.        53.922        3.0000          0.00     0.00     0.00
     3060   21213.        54.147        3.0000          0.00     0.00     0.00
     3061   21222.        54.372        3.0000          0.00     0.00     0.00
     3062   21231.        54.597        3.0000          0.00     0.00     0.00
     3063   21240.        54.822        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3064   21249.        55.047        3.0000          0.00     0.00     0.00
     3065   21258.        55.272        3.0000          0.00     0.00     0.00
     3066   21267.        55.497        3.0000          0.00     0.00     0.00
     3067   21276.        55.722        3.0000          0.00     0.00     0.00
     3068   21279.        55.797        3.0000          0.00     0.00     0.00
     3069   21282.        55.872        3.0000          0.00     0.00     0.00
     3070   21285.        55.947        3.0000          0.00     0.00     0.00
     3071   21288.        56.022        3.0000          0.00     0.00     0.00
     3072   21291.        56.097        3.0000          0.00     0.00     0.00
     3073   21294.        56.172        3.0000          0.00     0.00     0.00
     3074   21297.        56.247        3.0000          0.00     0.00     0.00
     3075   21300.        56.322        3.0000          0.00     0.00     0.00
     3076   21303.        56.397        3.0000          0.00     0.00     0.00
     3077   21306.        56.472        3.0000          0.00     0.00     0.00
     3078   21309.        56.546        3.0000          0.00     0.00     0.00
     3079   21312.        56.620        3.0000          0.00     0.00     0.00
     3080   21315.        56.694        3.0000          0.00     0.00     0.00
     3081   21318.        56.768        3.0000          0.00     0.00     0.00
     3082   21321.        56.841        3.0000          0.00     0.00     0.00
     3083   21324.        56.914        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3084   21333.        57.131        3.0000          0.00     0.00     0.00
     3085   21342.        57.346        3.0000          0.00     0.00     0.00
     3086   21351.        57.558        3.0000          0.00     0.00     0.00
     3087   21360.        57.768        3.0000          0.00     0.00     0.00
     3088   21369.        57.975        3.0000          0.00     0.00     0.00
     3089   21378.        58.180        3.0000          0.00     0.00     0.00
     3090   21387.        58.383        3.0000          0.00     0.00     0.00
     3091   21396.        58.583        3.0000          0.00     0.00     0.00
     3092   21405.        58.780        3.0000          0.00     0.00     0.00
     3093   21414.        58.975        3.0000          0.00     0.00     0.00
     3094   21423.        59.168        3.0000          0.00     0.00     0.00
     3095   21432.        59.358        3.0000          0.00     0.00     0.00
     3096   21441.        59.546        3.0000          0.00     0.00     0.00
     3097   21450.        59.731        3.0000          0.00     0.00     0.00
