
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     5248   22809.        59.546        9.4416          0.00     0.00     0.00
     5249   22818.        59.358        9.4416          0.00     0.00     0.00
     5250   22827.        59.168        9.4416          0.00     0.00     0.00
     5251   22836.        58.975        9.4416          0.00     0.00     0.00
     5252   22845.        58.780        9.4416          0.00     0.00     0.00
     5253   22854.        58.583        9.4416          0.00     0.00     0.00
     5254   22863.        58.383        9.4416          0.00     0.00     0.00
     5255   22872.        58.180        9.4416          0.00     0.00     0.00
     5256   22881.        57.975        9.4416          0.00     0.00     0.00
     5257   22890.        57.768        9.4416          0.00     0.00     0.00
     5258   22899.        57.558        9.4416          0.00     0.00     0.00
     5259   22908.        57.346        9.4416          0.00     0.00     0.00
     5260   22917.        57.131        9.4416          0.00     0.00     0.00
     5261   22926.        56.914        9.4416          0.00     0.00     0.00
     5262   22929.        56.841        9.4416          0.00     0.00     0.00
     5263   22932.        56.768        9.4416          0.00     0.00     0.00
     5264   22935.        56.694        9.4416          0.00     0.00     0.00
     5265   22938.        56.620        9.4416          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     5266   22941.        56.546        9.4416          0.00     0.00     0.00
     5267   22944.        56.472        9.4416          0.00     0.00     0.00
     5268   22947.        56.397        9.4416          0.00     0.00     0.00
     5269   22950.        56.323        9.4416          0.00     0.00     0.00
     6001   20722.        41.872       -15.700          0.00     0.00     0.00
     6002   20727.        41.997       -15.700          0.00     0.00     0.00
     6003   20732.        42.122       -15.700          0.00     0.00     0.00
     6004   20737.        42.247       -15.700          0.00     0.00     0.00
     6005   20742.        42.372       -15.700          0.00     0.00     0.00
     6006   20747.        42.497       -15.700          0.00     0.00     0.00
     6007   20752.        42.622       -15.700          0.00     0.00     0.00
     6008   20757.        42.747       -15.700          0.00     0.00     0.00
     6009   20762.        42.872       -15.700          0.00     0.00     0.00
     6010   20767.        42.997       -15.700          0.00     0.00     0.00
     6011   20772.        43.122       -15.700          0.00     0.00     0.00
     6012   20781.        43.347       -15.700          0.00     0.00     0.00
     6013   20790.        43.572       -15.700          0.00     0.00     0.00
     6014   20799.        43.797       -15.700          0.00     0.00     0.00
     6015   20808.        44.022       -15.700          0.00     0.00     0.00
     6016   20817.        44.247       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6017   20826.        44.472       -15.700          0.00     0.00     0.00
     6018   20835.        44.697       -15.700          0.00     0.00     0.00
     6019   20844.        44.922       -15.700          0.00     0.00     0.00
     6020   20853.        45.147       -15.700          0.00     0.00     0.00
     6021   20862.        45.372       -15.700          0.00     0.00     0.00
     6022   20871.        45.597       -15.700          0.00     0.00     0.00
     6023   20880.        45.822       -15.700          0.00     0.00     0.00
     6024   20889.        46.047       -15.700          0.00     0.00     0.00
     6025   20898.        46.272       -15.700          0.00     0.00     0.00
     6026   20907.        46.497       -15.700          0.00     0.00     0.00
     6027   20916.        46.722       -15.700          0.00     0.00     0.00
     6028   20925.        46.947       -15.700          0.00     0.00     0.00
     6029   20934.        47.172       -15.700          0.00     0.00     0.00
     6030   20943.        47.397       -15.700          0.00     0.00     0.00
     6031   20952.        47.622       -15.700          0.00     0.00     0.00
     6032   20961.        47.847       -15.700          0.00     0.00     0.00
     6033   20970.        48.072       -15.700          0.00     0.00     0.00
     6034   20979.        48.297       -15.700          0.00     0.00     0.00
     6035   20988.        48.522       -15.700          0.00     0.00     0.00
     6036   20997.        48.747       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6037   21006.        48.972       -15.700          0.00     0.00     0.00
     6038   21015.        49.197       -15.700          0.00     0.00     0.00
     6039   21024.        49.422       -15.700          0.00     0.00     0.00
     6040   21033.        49.647       -15.700          0.00     0.00     0.00
     6041   21042.        49.872       -15.700          0.00     0.00     0.00
     6042   21051.        50.097       -15.700          0.00     0.00     0.00
     6043   21060.        50.322       -15.700          0.00     0.00     0.00
     6044   21069.        50.547       -15.700          0.00     0.00     0.00
     6045   21078.        50.772       -15.700          0.00     0.00     0.00
     6046   21087.        50.997       -15.700          0.00     0.00     0.00
     6047   21096.        51.222       -15.700          0.00     0.00     0.00
     6048   21105.        51.447       -15.700          0.00     0.00     0.00
     6049   21114.        51.672       -15.700          0.00     0.00     0.00
     6050   21123.        51.897       -15.700          0.00     0.00     0.00
     6051   21132.        52.122       -15.700          0.00     0.00     0.00
     6052   21141.        52.347       -15.700          0.00     0.00     0.00
     6053   21150.        52.572       -15.700          0.00     0.00     0.00
     6054   21159.        52.797       -15.700          0.00     0.00     0.00
     6055   21168.        53.022       -15.700          0.00     0.00     0.00
     6056   21177.        53.247       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6057   21186.        53.472       -15.700          0.00     0.00     0.00
     6058   21195.        53.697       -15.700          0.00     0.00     0.00
     6059   21204.        53.922       -15.700          0.00     0.00     0.00
     6060   21213.        54.147       -15.700          0.00     0.00     0.00
     6061   21222.        54.372       -15.700          0.00     0.00     0.00
     6062   21231.        54.597       -15.700          0.00     0.00     0.00
     6063   21240.        54.822       -15.700          0.00     0.00     0.00
     6064   21249.        55.047       -15.700          0.00     0.00     0.00
     6065   21258.        55.272       -15.700          0.00     0.00     0.00
     6066   21267.        55.497       -15.700          0.00     0.00     0.00
     6067   21276.        55.722       -15.700          0.00     0.00     0.00
     6068   21279.        55.797       -15.700          0.00     0.00     0.00
     6069   21282.        55.872       -15.700          0.00     0.00     0.00
     6070   21285.        55.947       -15.700          0.00     0.00     0.00
     6071   21288.        56.022       -15.700          0.00     0.00     0.00
     6072   21291.        56.097       -15.700          0.00     0.00     0.00
     6073   21294.        56.172       -15.700          0.00     0.00     0.00
     6074   21297.        56.247       -15.700          0.00     0.00     0.00
     6075   21300.        56.322       -15.700          0.00     0.00     0.00
     6076   21303.        56.397       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6077   21306.        56.472       -15.700          0.00     0.00     0.00
     6078   21309.        56.546       -15.700          0.00     0.00     0.00
     6079   21312.        56.620       -15.700          0.00     0.00     0.00
     6080   21315.        56.694       -15.700          0.00     0.00     0.00
     6081   21318.        56.768       -15.700          0.00     0.00     0.00
     6082   21321.        56.841       -15.700          0.00     0.00     0.00
     6083   21324.        56.914       -15.700          0.00     0.00     0.00
     6084   21333.        57.131       -15.700          0.00     0.00     0.00
     6085   21342.        57.346       -15.700          0.00     0.00     0.00
     6086   21351.        57.558       -15.700          0.00     0.00     0.00
     6087   21360.        57.768       -15.700          0.00     0.00     0.00
     6088   21369.        57.975       -15.700          0.00     0.00     0.00
     6089   21378.        58.180       -15.700          0.00     0.00     0.00
     6090   21387.        58.383       -15.700          0.00     0.00     0.00
     6091   21396.        58.583       -15.700          0.00     0.00     0.00
     6092   21405.        58.780       -15.700          0.00     0.00     0.00
     6093   21414.        58.975       -15.700          0.00     0.00     0.00
     6094   21423.        59.168       -15.700          0.00     0.00     0.00
     6095   21432.        59.358       -15.700          0.00     0.00     0.00
     6096   21441.        59.546       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6097   21450.        59.731       -15.700          0.00     0.00     0.00
     6098   21459.        59.914       -15.700          0.00     0.00     0.00
     6099   21468.        60.095       -15.700          0.00     0.00     0.00
     6100   21477.        60.273       -15.700          0.00     0.00     0.00
     6101   21486.        60.448       -15.700          0.00     0.00     0.00
     6102   21495.        60.621       -15.700          0.00     0.00     0.00
     6103   21504.        60.792       -15.700          0.00     0.00     0.00
     6104   21513.        60.960       -15.700          0.00     0.00     0.00
     6105   21522.        61.125       -15.700          0.00     0.00     0.00
     6106   21531.        61.289       -15.700          0.00     0.00     0.00
     6107   21540.        61.449       -15.700          0.00     0.00     0.00
     6108   21549.        61.608       -15.700          0.00     0.00     0.00
     6109   21558.        61.764       -15.700          0.00     0.00     0.00
     6110   21567.        61.917       -15.700          0.00     0.00     0.00
     6111   21576.        62.068       -15.700          0.00     0.00     0.00
     6112   21585.        62.216       -15.700          0.00     0.00     0.00
     6113   21594.        62.362       -15.700          0.00     0.00     0.00
     6114   21603.        62.506       -15.700          0.00     0.00     0.00
     6115   21612.        62.647       -15.700          0.00     0.00     0.00
     6116   21621.        62.786       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6117   21630.        62.922       -15.700          0.00     0.00     0.00
     6118   21639.        63.056       -15.700          0.00     0.00     0.00
     6119   21648.        63.187       -15.700          0.00     0.00     0.00
     6120   21657.        63.316       -15.700          0.00     0.00     0.00
     6121   21666.        63.442       -15.700          0.00     0.00     0.00
     6122   21675.        63.566       -15.700          0.00     0.00     0.00
     6123   21684.        63.688       -15.700          0.00     0.00     0.00
     6124   21693.        63.807       -15.700          0.00     0.00     0.00
     6125   21702.        63.923       -15.700          0.00     0.00     0.00
     6126   21711.        64.037       -15.700          0.00     0.00     0.00
     6127   21720.        64.149       -15.700          0.00     0.00     0.00
     6128   21729.        64.258       -15.700          0.00     0.00     0.00
     6129   21738.        64.365       -15.700          0.00     0.00     0.00
     6130   21747.        64.469       -15.700          0.00     0.00     0.00
     6131   21756.        64.571       -15.700          0.00     0.00     0.00
     6132   21765.        64.670       -15.700          0.00     0.00     0.00
     6133   21774.        64.767       -15.700          0.00     0.00     0.00
     6134   21783.        64.862       -15.700          0.00     0.00     0.00
     6135   21792.        64.954       -15.700          0.00     0.00     0.00
     6136   21801.        65.043       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6137   21810.        65.130       -15.700          0.00     0.00     0.00
     6138   21819.        65.215       -15.700          0.00     0.00     0.00
     6139   21828.        65.297       -15.700          0.00     0.00     0.00
     6140   21837.        65.377       -15.700          0.00     0.00     0.00
     6141   21846.        65.454       -15.700          0.00     0.00     0.00
     6142   21855.        65.529       -15.700          0.00     0.00     0.00
     6143   21864.        65.602       -15.700          0.00     0.00     0.00
     6144   21873.        65.672       -15.700          0.00     0.00     0.00
     6145   21882.        65.739       -15.700          0.00     0.00     0.00
     6146   21891.        65.804       -15.700          0.00     0.00     0.00
     6147   21900.        65.867       -15.700          0.00     0.00     0.00
     6148   21909.        65.927       -15.700          0.00     0.00     0.00
     6149   21918.        65.984       -15.700          0.00     0.00     0.00
     6150   21927.        66.040       -15.700          0.00     0.00     0.00
     6151   21936.        66.092       -15.700          0.00     0.00     0.00
     6152   21945.        66.143       -15.700          0.00     0.00     0.00
     6153   21954.        66.190       -15.700          0.00     0.00     0.00
     6154   21963.        66.236       -15.700          0.00     0.00     0.00
     6155   21972.        66.279       -15.700          0.00     0.00     0.00
     6156   21981.        66.319       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6157   21990.        66.357       -15.700          0.00     0.00     0.00
     6158   21999.        66.393       -15.700          0.00     0.00     0.00
     6159   22008.        66.426       -15.700          0.00     0.00     0.00
     6160   22017.        66.457       -15.700          0.00     0.00     0.00
     6161   22026.        66.485       -15.700          0.00     0.00     0.00
     6162   22035.        66.511       -15.700          0.00     0.00     0.00
     6163   22044.        66.534       -15.700          0.00     0.00     0.00
     6164   22053.        66.555       -15.700          0.00     0.00     0.00
     6165   22062.        66.573       -15.700          0.00     0.00     0.00
     6166   22071.        66.589       -15.700          0.00     0.00     0.00
     6167   22080.        66.603       -15.700          0.00     0.00     0.00
     6168   22089.        66.614       -15.700          0.00     0.00     0.00
     6169   22098.        66.622       -15.700          0.00     0.00     0.00
     6170   22107.        66.628       -15.700          0.00     0.00     0.00
     6171   22116.        66.632       -15.700          0.00     0.00     0.00
     6172   22125.        66.633       -15.700          0.00     0.00     0.00
     6173   22134.        66.632       -15.700          0.00     0.00     0.00
     6174   22143.        66.628       -15.700          0.00     0.00     0.00
     6175   22152.        66.622       -15.700          0.00     0.00     0.00
     6176   22161.        66.614       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6177   22170.        66.603       -15.700          0.00     0.00     0.00
     6178   22179.        66.589       -15.700          0.00     0.00     0.00
     6179   22188.        66.573       -15.700          0.00     0.00     0.00
     6180   22197.        66.555       -15.700          0.00     0.00     0.00
     6181   22206.        66.534       -15.700          0.00     0.00     0.00
     6182   22215.        66.511       -15.700          0.00     0.00     0.00
     6183   22224.        66.485       -15.700          0.00     0.00     0.00
     6184   22233.        66.457       -15.700          0.00     0.00     0.00
     6185   22242.        66.426       -15.700          0.00     0.00     0.00
     6186   22251.        66.393       -15.700          0.00     0.00     0.00
     6187   22260.        66.357       -15.700          0.00     0.00     0.00
     6188   22269.        66.319       -15.700          0.00     0.00     0.00
     6189   22278.        66.279       -15.700          0.00     0.00     0.00
     6190   22287.        66.236       -15.700          0.00     0.00     0.00
     6191   22296.        66.190       -15.700          0.00     0.00     0.00
     6192   22305.        66.143       -15.700          0.00     0.00     0.00
     6193   22314.        66.092       -15.700          0.00     0.00     0.00
     6194   22323.        66.040       -15.700          0.00     0.00     0.00
     6195   22332.        65.984       -15.700          0.00     0.00     0.00
     6196   22341.        65.927       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6197   22350.        65.867       -15.700          0.00     0.00     0.00
     6198   22359.        65.804       -15.700          0.00     0.00     0.00
     6199   22368.        65.739       -15.700          0.00     0.00     0.00
     6200   22377.        65.672       -15.700          0.00     0.00     0.00
     6201   22386.        65.602       -15.700          0.00     0.00     0.00
     6202   22395.        65.529       -15.700          0.00     0.00     0.00
     6203   22404.        65.454       -15.700          0.00     0.00     0.00
     6204   22413.        65.377       -15.700          0.00     0.00     0.00
     6205   22422.        65.297       -15.700          0.00     0.00     0.00
     6206   22431.        65.215       -15.700          0.00     0.00     0.00
     6207   22440.        65.130       -15.700          0.00     0.00     0.00
     6208   22449.        65.043       -15.700          0.00     0.00     0.00
     6209   22458.        64.954       -15.700          0.00     0.00     0.00
     6210   22467.        64.862       -15.700          0.00     0.00     0.00
     6211   22476.        64.767       -15.700          0.00     0.00     0.00
     6212   22485.        64.670       -15.700          0.00     0.00     0.00
     6213   22494.        64.571       -15.700          0.00     0.00     0.00
     6214   22503.        64.469       -15.700          0.00     0.00     0.00
     6215   22512.        64.365       -15.700          0.00     0.00     0.00
     6216   22521.        64.258       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6217   22530.        64.149       -15.700          0.00     0.00     0.00
     6218   22539.        64.037       -15.700          0.00     0.00     0.00
     6219   22548.        63.923       -15.700          0.00     0.00     0.00
     6220   22557.        63.807       -15.700          0.00     0.00     0.00
     6221   22566.        63.688       -15.700          0.00     0.00     0.00
     6222   22575.        63.566       -15.700          0.00     0.00     0.00
     6223   22584.        63.442       -15.700          0.00     0.00     0.00
     6224   22593.        63.316       -15.700          0.00     0.00     0.00
     6225   22602.        63.187       -15.700          0.00     0.00     0.00
     6226   22611.        63.056       -15.700          0.00     0.00     0.00
     6227   22620.        62.922       -15.700          0.00     0.00     0.00
     6228   22629.        62.786       -15.700          0.00     0.00     0.00
     6229   22638.        62.647       -15.700          0.00     0.00     0.00
     6230   22647.        62.506       -15.700          0.00     0.00     0.00
     6231   22656.        62.362       -15.700          0.00     0.00     0.00
     6232   22665.        62.216       -15.700          0.00     0.00     0.00
     6233   22674.        62.068       -15.700          0.00     0.00     0.00
     6234   22683.        61.917       -15.700          0.00     0.00     0.00
     6235   22692.        61.764       -15.700          0.00     0.00     0.00
     6236   22701.        61.608       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6237   22710.        61.449       -15.700          0.00     0.00     0.00
     6238   22719.        61.289       -15.700          0.00     0.00     0.00
     6239   22728.        61.125       -15.700          0.00     0.00     0.00
     6240   22737.        60.960       -15.700          0.00     0.00     0.00
     6241   22746.        60.792       -15.700          0.00     0.00     0.00
     6242   22755.        60.621       -15.700          0.00     0.00     0.00
     6243   22764.        60.448       -15.700          0.00     0.00     0.00
     6244   22773.        60.273       -15.700          0.00     0.00     0.00
     6245   22782.        60.095       -15.700          0.00     0.00     0.00
     6246   22791.        59.914       -15.700          0.00     0.00     0.00
     6247   22800.        59.731       -15.700          0.00     0.00     0.00
     6248   22809.        59.546       -15.700          0.00     0.00     0.00
     6249   22818.        59.358       -15.700          0.00     0.00     0.00
     6250   22827.        59.168       -15.700          0.00     0.00     0.00
     6251   22836.        58.975       -15.700          0.00     0.00     0.00
     6252   22845.        58.780       -15.700          0.00     0.00     0.00
     6253   22854.        58.583       -15.700          0.00     0.00     0.00
     6254   22863.        58.383       -15.700          0.00     0.00     0.00
     6255   22872.        58.180       -15.700          0.00     0.00     0.00
     6256   22881.        57.975       -15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     6257   22890.        57.768       -15.700          0.00     0.00     0.00
     6258   22899.        57.558       -15.700          0.00     0.00     0.00
     6259   22908.        57.346       -15.700          0.00     0.00     0.00
     6260   22917.        57.131       -15.700          0.00     0.00     0.00
     6261   22926.        56.914       -15.700          0.00     0.00     0.00
     6262   22929.        56.841       -15.700          0.00     0.00     0.00
     6263   22932.        56.768       -15.700          0.00     0.00     0.00
     6264   22935.        56.694       -15.700          0.00     0.00     0.00
     6265   22938.        56.620       -15.700          0.00     0.00     0.00
     6266   22941.        56.546       -15.700          0.00     0.00     0.00
     6267   22944.        56.472       -15.700          0.00     0.00     0.00
     6268   22947.        56.397       -15.700          0.00     0.00     0.00
     6269   22950.        56.323       -15.700          0.00     0.00     0.00
     7001   20722.        41.872        15.700          0.00     0.00     0.00
     7002   20727.        41.997        15.700          0.00     0.00     0.00
     7003   20732.        42.122        15.700          0.00     0.00     0.00
     7004   20737.        42.247        15.700          0.00     0.00     0.00
     7005   20742.        42.372        15.700          0.00     0.00     0.00
     7006   20747.        42.497        15.700          0.00     0.00     0.00
     7007   20752.        42.622        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7008   20757.        42.747        15.700          0.00     0.00     0.00
     7009   20762.        42.872        15.700          0.00     0.00     0.00
     7010   20767.        42.997        15.700          0.00     0.00     0.00
     7011   20772.        43.122        15.700          0.00     0.00     0.00
     7012   20781.        43.347        15.700          0.00     0.00     0.00
     7013   20790.        43.572        15.700          0.00     0.00     0.00
     7014   20799.        43.797        15.700          0.00     0.00     0.00
     7015   20808.        44.022        15.700          0.00     0.00     0.00
     7016   20817.        44.247        15.700          0.00     0.00     0.00
     7017   20826.        44.472        15.700          0.00     0.00     0.00
     7018   20835.        44.697        15.700          0.00     0.00     0.00
     7019   20844.        44.922        15.700          0.00     0.00     0.00
     7020   20853.        45.147        15.700          0.00     0.00     0.00
     7021   20862.        45.372        15.700          0.00     0.00     0.00
     7022   20871.        45.597        15.700          0.00     0.00     0.00
     7023   20880.        45.822        15.700          0.00     0.00     0.00
     7024   20889.        46.047        15.700          0.00     0.00     0.00
     7025   20898.        46.272        15.700          0.00     0.00     0.00
     7026   20907.        46.497        15.700          0.00     0.00     0.00
     7027   20916.        46.722        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7028   20925.        46.947        15.700          0.00     0.00     0.00
     7029   20934.        47.172        15.700          0.00     0.00     0.00
     7030   20943.        47.397        15.700          0.00     0.00     0.00
     7031   20952.        47.622        15.700          0.00     0.00     0.00
     7032   20961.        47.847        15.700          0.00     0.00     0.00
     7033   20970.        48.072        15.700          0.00     0.00     0.00
     7034   20979.        48.297        15.700          0.00     0.00     0.00
     7035   20988.        48.522        15.700          0.00     0.00     0.00
     7036   20997.        48.747        15.700          0.00     0.00     0.00
     7037   21006.        48.972        15.700          0.00     0.00     0.00
     7038   21015.        49.197        15.700          0.00     0.00     0.00
     7039   21024.        49.422        15.700          0.00     0.00     0.00
     7040   21033.        49.647        15.700          0.00     0.00     0.00
     7041   21042.        49.872        15.700          0.00     0.00     0.00
     7042   21051.        50.097        15.700          0.00     0.00     0.00
     7043   21060.        50.322        15.700          0.00     0.00     0.00
     7044   21069.        50.547        15.700          0.00     0.00     0.00
     7045   21078.        50.772        15.700          0.00     0.00     0.00
     7046   21087.        50.997        15.700          0.00     0.00     0.00
     7047   21096.        51.222        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7048   21105.        51.447        15.700          0.00     0.00     0.00
     7049   21114.        51.672        15.700          0.00     0.00     0.00
     7050   21123.        51.897        15.700          0.00     0.00     0.00
     7051   21132.        52.122        15.700          0.00     0.00     0.00
     7052   21141.        52.347        15.700          0.00     0.00     0.00
     7053   21150.        52.572        15.700          0.00     0.00     0.00
     7054   21159.        52.797        15.700          0.00     0.00     0.00
     7055   21168.        53.022        15.700          0.00     0.00     0.00
     7056   21177.        53.247        15.700          0.00     0.00     0.00
     7057   21186.        53.472        15.700          0.00     0.00     0.00
     7058   21195.        53.697        15.700          0.00     0.00     0.00
     7059   21204.        53.922        15.700          0.00     0.00     0.00
     7060   21213.        54.147        15.700          0.00     0.00     0.00
     7061   21222.        54.372        15.700          0.00     0.00     0.00
     7062   21231.        54.597        15.700          0.00     0.00     0.00
     7063   21240.        54.822        15.700          0.00     0.00     0.00
     7064   21249.        55.047        15.700          0.00     0.00     0.00
     7065   21258.        55.272        15.700          0.00     0.00     0.00
     7066   21267.        55.497        15.700          0.00     0.00     0.00
     7067   21276.        55.722        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7068   21279.        55.797        15.700          0.00     0.00     0.00
     7069   21282.        55.872        15.700          0.00     0.00     0.00
     7070   21285.        55.947        15.700          0.00     0.00     0.00
     7071   21288.        56.022        15.700          0.00     0.00     0.00
     7072   21291.        56.097        15.700          0.00     0.00     0.00
     7073   21294.        56.172        15.700          0.00     0.00     0.00
     7074   21297.        56.247        15.700          0.00     0.00     0.00
     7075   21300.        56.322        15.700          0.00     0.00     0.00
     7076   21303.        56.397        15.700          0.00     0.00     0.00
     7077   21306.        56.472        15.700          0.00     0.00     0.00
     7078   21309.        56.546        15.700          0.00     0.00     0.00
     7079   21312.        56.620        15.700          0.00     0.00     0.00
     7080   21315.        56.694        15.700          0.00     0.00     0.00
     7081   21318.        56.768        15.700          0.00     0.00     0.00
     7082   21321.        56.841        15.700          0.00     0.00     0.00
     7083   21324.        56.914        15.700          0.00     0.00     0.00
     7084   21333.        57.131        15.700          0.00     0.00     0.00
     7085   21342.        57.346        15.700          0.00     0.00     0.00
     7086   21351.        57.558        15.700          0.00     0.00     0.00
     7087   21360.        57.768        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7088   21369.        57.975        15.700          0.00     0.00     0.00
     7089   21378.        58.180        15.700          0.00     0.00     0.00
     7090   21387.        58.383        15.700          0.00     0.00     0.00
     7091   21396.        58.583        15.700          0.00     0.00     0.00
     7092   21405.        58.780        15.700          0.00     0.00     0.00
     7093   21414.        58.975        15.700          0.00     0.00     0.00
     7094   21423.        59.168        15.700          0.00     0.00     0.00
     7095   21432.        59.358        15.700          0.00     0.00     0.00
     7096   21441.        59.546        15.700          0.00     0.00     0.00
     7097   21450.        59.731        15.700          0.00     0.00     0.00
     7098   21459.        59.914        15.700          0.00     0.00     0.00
     7099   21468.        60.095        15.700          0.00     0.00     0.00
     7100   21477.        60.273        15.700          0.00     0.00     0.00
     7101   21486.        60.448        15.700          0.00     0.00     0.00
     7102   21495.        60.621        15.700          0.00     0.00     0.00
     7103   21504.        60.792        15.700          0.00     0.00     0.00
     7104   21513.        60.960        15.700          0.00     0.00     0.00
     7105   21522.        61.125        15.700          0.00     0.00     0.00
     7106   21531.        61.289        15.700          0.00     0.00     0.00
     7107   21540.        61.449        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7108   21549.        61.608        15.700          0.00     0.00     0.00
     7109   21558.        61.764        15.700          0.00     0.00     0.00
     7110   21567.        61.917        15.700          0.00     0.00     0.00
     7111   21576.        62.068        15.700          0.00     0.00     0.00
     7112   21585.        62.216        15.700          0.00     0.00     0.00
     7113   21594.        62.362        15.700          0.00     0.00     0.00
     7114   21603.        62.506        15.700          0.00     0.00     0.00
     7115   21612.        62.647        15.700          0.00     0.00     0.00
     7116   21621.        62.786        15.700          0.00     0.00     0.00
     7117   21630.        62.922        15.700          0.00     0.00     0.00
     7118   21639.        63.056        15.700          0.00     0.00     0.00
     7119   21648.        63.187        15.700          0.00     0.00     0.00
     7120   21657.        63.316        15.700          0.00     0.00     0.00
     7121   21666.        63.442        15.700          0.00     0.00     0.00
     7122   21675.        63.566        15.700          0.00     0.00     0.00
     7123   21684.        63.688        15.700          0.00     0.00     0.00
     7124   21693.        63.807        15.700          0.00     0.00     0.00
     7125   21702.        63.923        15.700          0.00     0.00     0.00
     7126   21711.        64.037        15.700          0.00     0.00     0.00
     7127   21720.        64.149        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7128   21729.        64.258        15.700          0.00     0.00     0.00
     7129   21738.        64.365        15.700          0.00     0.00     0.00
     7130   21747.        64.469        15.700          0.00     0.00     0.00
     7131   21756.        64.571        15.700          0.00     0.00     0.00
     7132   21765.        64.670        15.700          0.00     0.00     0.00
     7133   21774.        64.767        15.700          0.00     0.00     0.00
     7134   21783.        64.862        15.700          0.00     0.00     0.00
     7135   21792.        64.954        15.700          0.00     0.00     0.00
     7136   21801.        65.043        15.700          0.00     0.00     0.00
     7137   21810.        65.130        15.700          0.00     0.00     0.00
     7138   21819.        65.215        15.700          0.00     0.00     0.00
     7139   21828.        65.297        15.700          0.00     0.00     0.00
     7140   21837.        65.377        15.700          0.00     0.00     0.00
     7141   21846.        65.454        15.700          0.00     0.00     0.00
     7142   21855.        65.529        15.700          0.00     0.00     0.00
     7143   21864.        65.602        15.700          0.00     0.00     0.00
     7144   21873.        65.672        15.700          0.00     0.00     0.00
     7145   21882.        65.739        15.700          0.00     0.00     0.00
     7146   21891.        65.804        15.700          0.00     0.00     0.00
     7147   21900.        65.867        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7148   21909.        65.927        15.700          0.00     0.00     0.00
     7149   21918.        65.984        15.700          0.00     0.00     0.00
     7150   21927.        66.040        15.700          0.00     0.00     0.00
     7151   21936.        66.092        15.700          0.00     0.00     0.00
     7152   21945.        66.143        15.700          0.00     0.00     0.00
     7153   21954.        66.190        15.700          0.00     0.00     0.00
     7154   21963.        66.236        15.700          0.00     0.00     0.00
     7155   21972.        66.279        15.700          0.00     0.00     0.00
     7156   21981.        66.319        15.700          0.00     0.00     0.00
     7157   21990.        66.357        15.700          0.00     0.00     0.00
     7158   21999.        66.393        15.700          0.00     0.00     0.00
     7159   22008.        66.426        15.700          0.00     0.00     0.00
     7160   22017.        66.457        15.700          0.00     0.00     0.00
     7161   22026.        66.485        15.700          0.00     0.00     0.00
     7162   22035.        66.511        15.700          0.00     0.00     0.00
     7163   22044.        66.534        15.700          0.00     0.00     0.00
     7164   22053.        66.555        15.700          0.00     0.00     0.00
     7165   22062.        66.573        15.700          0.00     0.00     0.00
     7166   22071.        66.589        15.700          0.00     0.00     0.00
     7167   22080.        66.603        15.700          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     7168   22089.        66.614        15.700          0.00     0.00     0.00
     7169   22098.        66.622        15.700          0.00     0.00     0.00
     7170   22107.        66.628        15.700          0.00     0.00     0.00
     7171   22116.        66.632        15.700          0.00     0.00     0.00
     7172   22125.        66.633        15.700          0.00     0.00     0.00
     7173   22134.        66.632        15.700          0.00     0.00     0.00
     7174   22143.        66.628        15.700          0.00     0.00     0.00
